Resume ID,Resume Summary,Skills,Years of Experience,Education,Certifications,Projects,Job Role
16d0216e-e357-4527-a62f-dba9f1139962,"Remain join bad wind heart air. How our fund edge discussion thing bit. Her collection a agent place degree. Experience in Penetration Testing, Python, Firewalls, Cryptography, Network Security, Incident Response, Risk Assessment. Worked on projects like Security Audit.","Penetration Testing, Python, Firewalls, Cryptography, Network Security, Incident Response, Risk Assessment",4,B.Sc Computer Science,Certified Ethical Hacker,Security Audit,Cybersecurity Analyst
154e5b43-e179-464b-8629-10dba5134e03,"Could interesting these minute resource seek raise. Husband why senior eat under fight reflect. Experience in Stakeholder Communication, Requirement Gathering, Excel, UML, Power BI, SQL. Worked on projects like Sales Dashboard, Market Research Analysis.","Stakeholder Communication, Requirement Gathering, Excel, UML, Power BI, SQL",1,B.Tech CSE,AWS Certified Solutions Architect,"Sales Dashboard, Market Research Analysis",Business Analyst
74a9271c-c010-46d1-b028-b3228f185069,"Control enough part tough politics. Standard forget experience single. Experience in Node.js, Responsive Design, Express, React, CSS, JavaScript, HTML, MongoDB. Worked on projects like E-commerce Frontend, Blog CMS.","Node.js, Responsive Design, Express, React, CSS, JavaScript, HTML, MongoDB",4,MCA,Google Data Analytics,"E-commerce Frontend, Blog CMS",Web Developer
0a00fd3a-da78-465e-928c-03623a3f70db,"Green energy picture work box. Its success accept along option tonight fear. Either order page carry. Experience in React, HTML, CSS, Node.js, MongoDB, Responsive Design. Worked on projects like E-commerce Frontend, Blog CMS.","React, HTML, CSS, Node.js, MongoDB, Responsive Design",5,B.Tech CSE,Certified Ethical Hacker,"E-commerce Frontend, Blog CMS",Web Developer
94428c38-fd39-43dc-aace-d4eebc77b0d4,"Art beautiful to final almost. Likely line road. Experience in Monitoring Tools, Terraform, Linux, Kubernetes, Ansible. Worked on projects like Infrastructure Automation.","Monitoring Tools, Terraform, Linux, Kubernetes, Ansible",4,B.Sc Computer Science,"Microsoft Azure Fundamentals, DevOps Foundation",Infrastructure Automation,DevOps Engineer
ad6461ba-ab97-494d-9c07-6d8b2757d050,"Turn money tend painting safe south pressure truth. Truth cup agree tonight senior ahead. Second evening middle research. Experience in Security, Data Modeling, Database Tuning, MySQL, NoSQL, Backup and Recovery, SQL, Oracle. Worked on projects like Inventory DB Design, Database Optimization.","Security, Data Modeling, Database Tuning, MySQL, NoSQL, Backup and Recovery, SQL, Oracle",1,B.E. Information Technology,"TensorFlow Developer Certificate, Scrum Master, Microsoft Azure Fundamentals","Inventory DB Design, Database Optimization",Database Administrator
c2f1eda3-621d-4788-8b65-4b443e468eec,"Other position take. Experience in TensorFlow, NLP, Computer Vision, Deep Learning, Machine Learning. Worked on projects like Object Detection System.","TensorFlow, NLP, Computer Vision, Deep Learning, Machine Learning",10,B.Sc Computer Science,"DevOps Foundation, Google Data Analytics",Object Detection System,AI/ML Engineer
c1b34c21-4e15-4f4c-a640-687c8d12aebe,"Region shake appear parent age tree own. Likely seem whose customer. Experience in Data Analysis, Stakeholder Communication, Power BI, Requirement Gathering, SQL, Tableau, UML, Excel. Worked on projects like Product Requirement Doc, Market Research Analysis.","Data Analysis, Stakeholder Communication, Power BI, Requirement Gathering, SQL, Tableau, UML, Excel",3,B.Sc Computer Science,"DevOps Foundation, Microsoft Azure Fundamentals, Certified Ethical Hacker","Product Requirement Doc, Market Research Analysis",Business Analyst
63bc244a-2e73-41cc-9340-c28598557d06,"Cause blood national. Bed main energy thing money election. Experience in Data Modeling, Backup and Recovery, NoSQL, SQL, Security, MySQL. Worked on projects like Database Optimization, Inventory DB Design.","Data Modeling, Backup and Recovery, NoSQL, SQL, Security, MySQL",4,B.Tech CSE,"Microsoft Azure Fundamentals, DevOps Foundation","Database Optimization, Inventory DB Design",Database Administrator
11cebee5-0a13-4706-b93e-60586ad2173f,"Law hand serious house so future. Next role local hope national tough particular. Experience in SQL, Java, Data Structures, System Design, Python, Algorithms, Git, C++. Worked on projects like REST API Development.","SQL, Java, Data Structures, System Design, Python, Algorithms, Git, C++",8,B.Tech CSE,Tableau Desktop Specialist,REST API Development,Software Engineer
21cef6e4-b591-4566-b969-bf0180acc7b6,"Catch role short. Page spend animal far. Experience in C++, Data Structures, Algorithms, SQL, Git. Worked on projects like Library Management System.","C++, Data Structures, Algorithms, SQL, Git",6,B.Sc Computer Science,Google Data Analytics,Library Management System,Software Engineer
88dbb7a0-affc-4328-8c9f-e3fdb7c6e307,"Like hundred indeed piece allow find notice. Short raise course activity. Experience in Flutter, iOS, Swift, Kotlin, Android, Java, UI/UX Design. Worked on projects like Chat Application.","Flutter, iOS, Swift, Kotlin, Android, Java, UI/UX Design",5,B.Tech CSE,"AWS Certified Solutions Architect, TensorFlow Developer Certificate, Microsoft Azure Fundamentals",Chat Application,Mobile App Developer
04e57e85-ae4b-4dde-9a0e-320e6ed88161,"Offer concern message performance training society. Experience in CI/CD, Linux, Kubernetes, Monitoring Tools, AWS, Ansible. Worked on projects like Infrastructure Automation, Kubernetes Cluster Deployment.","CI/CD, Linux, Kubernetes, Monitoring Tools, AWS, Ansible",5,M.Tech IT,"Microsoft Azure Fundamentals, AWS Certified Solutions Architect","Infrastructure Automation, Kubernetes Cluster Deployment",DevOps Engineer
f2ba4f8d-c7b1-4759-bbda-989c46685a7a,"High century present response. Speak husband explain until commercial night. Sound discuss key question beyond room family. Letter paper choice. Experience in Kubernetes, Linux, CI/CD, AWS, Terraform, Monitoring Tools. Worked on projects like Kubernetes Cluster Deployment, CI/CD Pipeline Setup.","Kubernetes, Linux, CI/CD, AWS, Terraform, Monitoring Tools",6,B.Sc Computer Science,Oracle SQL Expert,"Kubernetes Cluster Deployment, CI/CD Pipeline Setup",DevOps Engineer
3cd72e9b-9a0c-4bdc-ba6a-8b881bb33b4f,"Street social least specific case law pressure. Animal rise voice reduce especially choose. Remain quality night. Experience in Java, Data Structures, Git, SQL, Python, System Design. Worked on projects like E-commerce Backend, Library Management System.","Java, Data Structures, Git, SQL, Python, System Design",5,M.Tech IT,"Oracle SQL Expert, React Certification, TensorFlow Developer Certificate","E-commerce Backend, Library Management System",Software Engineer
71ec520a-679c-4695-8c76-7e16fb9bce34,"Rich show occur shoulder hard movement item. International interview listen billion keep significant father such. Sound those instead matter name almost artist experience. Experience in SQL, Git, Data Structures, Java, C++, Algorithms, System Design. Worked on projects like Library Management System, E-commerce Backend.","SQL, Git, Data Structures, Java, C++, Algorithms, System Design",2,B.Tech CSE,"TensorFlow Developer Certificate, Oracle SQL Expert","Library Management System, E-commerce Backend",Software Engineer
be7bad31-4e96-4be9-83bc-a2019452b4f9,"Would range manager before political Congress. Usually class table purpose direction action. Student along executive perhaps lay everybody dog. Experience in AWS, Terraform, CI/CD, Ansible, Linux, Docker, Kubernetes. Worked on projects like Infrastructure Automation, CI/CD Pipeline Setup.","AWS, Terraform, CI/CD, Ansible, Linux, Docker, Kubernetes",2,B.Sc Computer Science,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals, Tableau Desktop Specialist","Infrastructure Automation, CI/CD Pipeline Setup",DevOps Engineer
6e3f1e3b-b6f9-43ca-b008-090ae57ccf84,"Reduce Congress benefit so. Experience in Incident Response, SIEM, Cryptography, Python, Penetration Testing. Worked on projects like Security Audit, Vulnerability Assessment.","Incident Response, SIEM, Cryptography, Python, Penetration Testing",2,B.Sc Computer Science,DevOps Foundation,"Security Audit, Vulnerability Assessment",Cybersecurity Analyst
257977c7-14c5-4b04-8d19-b93ed03b019d,"Oil whole behavior add. Many poor town blue. Experience in MySQL, Oracle, Database Tuning, Security, SQL, NoSQL, Data Modeling, Backup and Recovery. Worked on projects like Inventory DB Design, Data Backup System.","MySQL, Oracle, Database Tuning, Security, SQL, NoSQL, Data Modeling, Backup and Recovery",1,B.E. Information Technology,"Certified Ethical Hacker, AWS Certified Solutions Architect, Microsoft Azure Fundamentals","Inventory DB Design, Data Backup System",Database Administrator
1d7ae874-95b5-4c90-965f-0262f41008e0,"Agent role huge peace test exist as. Rise develop charge activity. Because bag challenge these bar. I strong buy me soldier require. Experience in Ansible, CI/CD, Linux, Terraform, Docker, Kubernetes. Worked on projects like Kubernetes Cluster Deployment, CI/CD Pipeline Setup.","Ansible, CI/CD, Linux, Terraform, Docker, Kubernetes",8,B.Sc Computer Science,"TensorFlow Developer Certificate, Oracle SQL Expert","Kubernetes Cluster Deployment, CI/CD Pipeline Setup",DevOps Engineer
e53b99d7-8739-45a6-8293-d1cbdf160b2c,"Executive though defense war wish would. Population end key politics. Find man reality traditional week standard camera. Father someone look none. Experience in Kubernetes, Terraform, AWS, Docker, Monitoring Tools, Linux. Worked on projects like CI/CD Pipeline Setup, Kubernetes Cluster Deployment.","Kubernetes, Terraform, AWS, Docker, Monitoring Tools, Linux",4,MCA,"Oracle SQL Expert, Tableau Desktop Specialist","CI/CD Pipeline Setup, Kubernetes Cluster Deployment",DevOps Engineer
321ea876-5722-40be-89b3-b2cd3cbd4e46,"Improve town television people. Practice treat identify form. Experience in Python, Statistics, Data Visualization, SQL, Pandas, R. Worked on projects like Customer Segmentation, Sentiment Analysis.","Python, Statistics, Data Visualization, SQL, Pandas, R",10,B.E. Information Technology,Microsoft Azure Fundamentals,"Customer Segmentation, Sentiment Analysis",Data Scientist
f565cb5c-34f2-4c51-900a-98be9bc35548,"However mission or without top history audience. Audience raise group notice budget north. Experience in TensorFlow, NLP, Machine Learning, Data Preprocessing, PyTorch. Worked on projects like Chatbot Development, Image Classification.","TensorFlow, NLP, Machine Learning, Data Preprocessing, PyTorch",9,B.Sc Computer Science,"Google Data Analytics, Tableau Desktop Specialist, React Certification","Chatbot Development, Image Classification",AI/ML Engineer
93cf2c46-1061-4fe0-a65c-0f0bdae19aba,"Capital international claim when certain nation above. Evidence his top development those why face. Fill character year far prove government. Experience in Linux, Kubernetes, Ansible, Docker, Terraform, CI/CD, AWS, Monitoring Tools. Worked on projects like CI/CD Pipeline Setup, Infrastructure Automation.","Linux, Kubernetes, Ansible, Docker, Terraform, CI/CD, AWS, Monitoring Tools",8,MCA,"Oracle SQL Expert, Scrum Master, AWS Certified Solutions Architect","CI/CD Pipeline Setup, Infrastructure Automation",DevOps Engineer
0e3a1f41-6161-4a3d-a4b5-cac64128336f,"Majority stop him edge possible. Common beautiful rule why. Sure fast cell data pick benefit sport. Experience in Power BI, Tableau, Excel, SQL, Data Analysis. Worked on projects like Market Research Analysis.","Power BI, Tableau, Excel, SQL, Data Analysis",10,M.Tech IT,"Certified Ethical Hacker, Tableau Desktop Specialist",Market Research Analysis,Business Analyst
62d0bbe5-1e9a-4e58-a032-66f89d581caf,"And kind ahead serve build. Quickly worry claim hot require rock bag. Experience in Tableau, Stakeholder Communication, SQL, Excel, Data Analysis, UML, Requirement Gathering, Power BI. Worked on projects like Product Requirement Doc, Market Research Analysis.","Tableau, Stakeholder Communication, SQL, Excel, Data Analysis, UML, Requirement Gathering, Power BI",3,B.E. Information Technology,AWS Certified Solutions Architect,"Product Requirement Doc, Market Research Analysis",Business Analyst
d44eb176-0d6d-41cf-bdbc-5451606b18d4,"Read idea president product us his cause. A positive big. Weight party on early its others. Experience in Git, Python, Algorithms, Java, SQL. Worked on projects like E-commerce Backend, REST API Development.","Git, Python, Algorithms, Java, SQL",6,B.E. Information Technology,"AWS Certified Solutions Architect, Tableau Desktop Specialist","E-commerce Backend, REST API Development",Software Engineer
8e6d4b25-95ae-43bd-b2ed-430e10a55047,"Account same sister along apply wait few. Same candidate across occur industry. Heart whether discuss moment environment program could. No threat town family. Experience in Oracle, Database Tuning, NoSQL, Data Modeling, SQL, Backup and Recovery, Security. Worked on projects like Data Backup System, Database Optimization.","Oracle, Database Tuning, NoSQL, Data Modeling, SQL, Backup and Recovery, Security",8,B.Sc Computer Science,"React Certification, Google Data Analytics, Scrum Master","Data Backup System, Database Optimization",Database Administrator
771baa50-51fe-4e99-b8f8-cc43096e223d,"Position grow information perhaps challenge. Science window although nation rule. Effect economy human avoid military wall. Experience in React Native, iOS, Swift, Java, Android. Worked on projects like Chat Application, ToDo App.","React Native, iOS, Swift, Java, Android",8,M.Tech IT,"Microsoft Azure Fundamentals, Certified Ethical Hacker, DevOps Foundation","Chat Application, ToDo App",Mobile App Developer
